120.10,0.83,78.00,99.68,62.07,0.78
120.30,0.85,79.00,102.26,64.92,0.77
119.80,0.86,84.00,103.03,59.66,0.82
120.20,0.85,77.00,102.17,67.15,0.75
120.40,0.95,84.00,114.38,77.63,0.73
120.40,0.98,80.00,117.99,86.73,0.68
120.20,0.88,78.00,105.78,71.45,0.74
120.90,0.86,79.00,103.97,67.60,0.76
120.50,0.83,79.00,100.01,61.34,0.79
120.60,0.84,79.00,101.30,63.42,0.78
120.60,0.83,79.00,100.10,61.47,0.79
120.60,0.84,81.00,101.30,60.84,0.80
120.40,1.03,81.00,124.01,93.90,0.65
120.30,0.87,81.00,104.66,66.28,0.77
120.50,0.90,78.00,108.45,75.35,0.72
120.40,0.86,80.00,103.54,65.74,0.77
120.50,0.92,82.00,110.86,74.61,0.74
121.00,0.93,82.00,112.53,77.06,0.73
120.90,0.84,83.00,101.56,58.52,0.82
120.90,0.89,85.00,107.60,65.98,0.79
120.90,0.94,81.00,113.65,79.71,0.71
120.90,0.90,79.00,108.81,74.82,0.73
121.40,0.95,87.00,115.33,75.71,0.75
120.70,0.93,111.00,112.25,16.71,0.99
120.80,0.83,78.00,100.26,63.00,0.78
120.90,0.83,77.00,100.35,64.35,0.77
120.70,0.82,78.00,98.97,60.92,0.79
121.00,0.82,77.00,99.22,62.57,0.78
120.90,0.98,101.00,118.48,61.94,0.85
120.90,0.82,77.00,99.14,62.44,0.78
120.90,0.83,78.00,100.35,63.13,0.78
120.80,0.83,77.00,100.26,64.22,0.77
121.10,0.61,50.00,73.87,54.38,0.68
121.30,0.61,51.00,73.99,53.61,0.69
121.20,0.61,51.00,73.93,53.53,0.69
121.30,0.61,51.00,73.99,53.61,0.69
120.70,0.61,62.00,73.63,39.71,0.84
121.10,0.61,50.00,73.87,54.38,0.68
121.00,0.62,51.00,75.02,55.02,0.68
120.90,0.62,53.00,74.96,53.01,0.71
121.00,0.62,50.00,75.02,55.93,0.67
120.60,0.61,51.00,73.57,53.02,0.69
121.30,0.62,51.00,75.21,55.27,0.68
121.60,0.61,50.00,74.18,54.79,0.67
121.40,0.71,52.00,86.19,68.74,0.60
121.60,0.61,52.00,74.18,52.90,0.70
121.50,0.62,52.00,75.33,54.50,0.69
121.60,0.61,50.00,74.18,54.79,0.67
121.50,0.60,52.00,72.90,51.09,0.71
121.60,0.61,52.00,74.18,52.90,0.70
121.50,0.64,50.00,77.76,59.55,0.64
121.60,0.61,62.00,74.18,40.72,0.84
121.60,0.71,52.00,86.34,68.92,0.60
121.30,0.61,54.00,73.99,50.59,0.73
121.20,0.60,50.00,72.72,52.80,0.69
121.30,0.61,52.00,73.99,52.64,0.70
121.40,0.62,51.00,75.27,55.36,0.68
121.30,0.61,51.00,73.99,53.61,0.69
121.10,0.60,51.00,72.66,51.75,0.70
121.50,0.61,51.00,74.12,53.78,0.69
121.40,0.62,53.00,75.27,53.44,0.70
121.80,0.61,50.00,74.30,54.96,0.67
121.40,0.61,51.00,74.05,53.69,0.69
121.20,0.61,51.00,73.93,53.53,0.69
121.50,0.61,50.00,74.12,54.71,0.67
121.50,0.62,51.00,75.33,55.44,0.68
121.40,0.60,52.00,72.84,51.01,0.71
121.40,0.61,52.00,74.05,52.73,0.70
121.50,0.62,50.00,75.33,56.34,0.66
121.40,0.61,51.00,74.05,53.69,0.69
121.30,0.61,52.00,73.99,52.64,0.70
121.50,0.61,52.00,74.12,52.81,0.70
121.20,0.62,51.00,75.14,55.19,0.68
121.20,0.61,52.00,73.93,52.55,0.70
121.10,0.63,52.00,76.29,55.83,0.68
121.10,0.61,51.00,73.87,53.44,0.69
121.10,0.61,52.00,73.87,52.47,0.70
121.30,0.61,52.00,73.99,52.64,0.70
121.10,0.60,50.00,72.66,52.72,0.69
120.90,0.61,51.00,73.75,53.27,0.69
120.90,0.62,52.00,74.96,53.99,0.69
121.40,0.60,50.00,72.84,52.97,0.69
121.20,0.81,70.00,98.17,68.83,0.71
121.20,0.61,50.00,73.93,54.46,0.68
121.10,0.67,50.00,81.14,63.90,0.62
120.70,0.61,50.00,73.63,54.05,0.68
121.00,0.60,50.00,72.60,52.64,0.69
120.80,0.61,51.00,73.69,53.19,0.69
120.80,0.61,50.00,73.69,54.13,0.68
120.40,0.62,51.00,74.65,54.51,0.68
120.30,0.61,51.00,73.38,52.76,0.69
120.60,0.61,50.00,73.57,53.96,0.68
120.40,0.82,49.00,98.73,85.71,0.50
119.80,0.61,50.00,73.08,53.30,0.68
119.20,0.62,51.00,73.90,53.49,0.69
119.20,0.64,52.00,76.29,55.82,0.68
120.20,0.62,51.00,74.52,54.34,0.68
120.30,0.62,50.00,74.59,55.35,0.67
118.70,0.62,50.00,73.59,54.00,0.68
120.00,0.62,50.00,74.40,55.09,0.67
119.70,0.67,50.00,80.20,62.70,0.62
119.50,0.62,51.00,74.09,53.74,0.69
120.80,0.62,51.00,74.90,54.85,0.68
120.40,0.62,50.00,74.65,55.43,0.67
120.10,0.62,51.00,74.46,54.25,0.68
120.30,0.62,51.00,74.59,54.42,0.68
120.50,0.62,50.00,74.71,55.51,0.67
115.50,0.62,50.00,71.61,51.26,0.70
115.10,0.76,49.00,87.48,72.46,0.56
119.90,0.62,51.00,74.34,54.08,0.69
119.60,0.62,51.00,74.15,53.83,0.69
119.70,0.64,51.00,76.61,57.16,0.67
119.30,0.62,53.00,73.97,51.59,0.72
119.00,0.63,50.00,74.97,55.86,0.67
120.10,0.62,52.00,74.46,53.30,0.70
121.00,0.62,51.00,75.02,55.02,0.68
119.00,0.74,51.00,88.06,71.79,0.58
113.80,0.63,52.00,71.69,49.36,0.73
113.00,0.64,52.00,72.32,50.26,0.72
112.70,0.64,50.00,72.13,51.99,0.69
113.70,0.66,51.00,75.04,55.05,0.68
120.50,0.64,52.00,77.12,56.95,0.67
120.50,0.66,51.00,79.53,61.02,0.64
120.70,0.63,50.00,76.04,57.29,0.66
120.10,0.62,51.00,74.46,54.25,0.68
120.00,0.62,51.00,74.40,54.17,0.69
119.50,0.62,49.00,74.09,55.57,0.66
119.20,0.63,50.00,75.10,56.03,0.67
119.80,0.61,51.00,73.08,52.34,0.70
119.50,0.62,51.00,74.09,53.74,0.69
118.50,0.63,50.00,74.65,55.44,0.67
118.50,0.63,50.00,74.65,55.44,0.67
120.60,0.62,51.00,74.77,54.68,0.68
120.10,0.61,50.00,73.26,53.55,0.68
120.90,0.61,51.00,73.75,53.27,0.69
121.40,0.65,54.00,78.91,57.54,0.68
120.00,0.61,51.00,73.20,52.51,0.70
120.70,0.62,50.00,74.83,55.68,0.67
120.20,0.61,51.00,73.32,52.68,0.70
120.00,0.62,52.00,74.40,53.21,0.70
119.40,0.63,56.00,75.22,50.22,0.74
119.40,0.62,50.00,74.03,54.59,0.68
119.40,0.64,51.00,76.42,56.91,0.67
119.50,0.71,79.00,84.84,30.95,0.93
120.40,0.64,52.00,77.06,56.86,0.67
119.80,0.63,51.00,75.47,55.64,0.68
118.80,0.62,51.00,73.66,53.14,0.69
118.60,0.64,50.00,75.90,57.11,0.66
119.20,0.63,51.00,75.10,55.12,0.68
120.40,0.66,51.00,79.46,60.94,0.64
120.10,0.63,52.00,75.66,54.96,0.69
120.30,0.66,50.00,79.40,61.68,0.63
120.60,0.63,58.00,75.98,49.08,0.76
120.20,0.63,52.00,75.73,55.05,0.69
119.80,0.78,50.00,93.44,78.94,0.54
119.20,0.62,50.00,73.90,54.42,0.68
120.50,0.62,51.00,74.71,54.59,0.68
120.10,0.63,51.00,75.66,55.89,0.67
119.40,0.62,51.00,74.03,53.66,0.69
119.40,0.69,51.00,82.39,64.70,0.62
119.50,0.62,50.00,74.09,54.67,0.67
119.30,0.63,50.00,75.16,56.11,0.67
118.90,0.63,51.00,74.91,54.86,0.68
122.20,0.76,52.00,92.87,76.95,0.56
119.60,0.62,50.00,74.15,54.76,0.67
119.60,0.62,50.00,74.15,54.76,0.67
120.00,0.63,51.00,75.60,55.81,0.67
120.20,0.74,56.00,88.95,69.11,0.63
120.10,0.63,50.00,75.66,56.79,0.66
120.00,0.72,52.00,86.40,69.00,0.60
119.40,0.63,51.00,75.22,55.29,0.68
119.40,0.63,51.00,75.22,55.29,0.68
120.70,0.77,51.00,92.94,77.70,0.55
120.30,0.62,52.00,74.59,53.47,0.70
120.40,0.62,51.00,74.65,54.51,0.68
120.40,0.64,76.00,77.06,12.71,0.99
120.70,0.63,51.00,76.04,56.40,0.67
120.50,0.91,52.00,109.66,96.54,0.47
120.00,0.62,51.00,74.40,54.17,0.69
120.30,0.63,50.00,75.79,56.96,0.66
120.00,0.62,51.00,74.40,54.17,0.69
119.60,0.64,51.00,76.54,57.08,0.67
119.90,0.62,51.00,74.34,54.08,0.69
120.10,0.62,57.00,74.46,47.91,0.77
119.20,0.63,51.00,75.10,55.12,0.68
120.30,0.62,50.00,74.59,55.35,0.67
120.40,0.61,50.00,73.44,53.80,0.68
120.90,0.62,51.00,74.96,54.93,0.68
120.30,0.62,51.00,74.59,54.42,0.68
121.10,0.62,51.00,75.08,55.10,0.68
121.10,0.63,51.00,76.29,56.74,0.67
121.10,0.64,52.00,77.50,57.47,0.67
121.70,0.62,50.00,75.45,56.51,0.66
120.30,0.63,51.00,75.79,56.06,0.67
120.50,0.66,78.00,79.53,15.52,0.98
120.20,0.63,52.00,75.73,55.05,0.69
119.80,0.63,50.00,75.47,56.54,0.66
120.40,0.63,50.00,75.85,57.04,0.66
120.70,0.63,52.00,76.04,55.48,0.68
120.40,0.63,52.00,75.85,55.22,0.69
120.10,0.63,51.00,75.66,55.89,0.67
120.30,0.63,52.00,75.79,55.14,0.69
119.60,0.75,76.00,89.70,47.65,0.85
113.90,0.65,49.00,74.03,55.50,0.66
120.10,0.63,52.00,75.66,54.96,0.69
120.60,0.62,52.00,74.77,53.73,0.70
115.60,0.64,49.00,73.98,55.43,0.66
115.10,0.64,50.00,73.66,54.10,0.68
114.80,0.63,50.00,72.32,52.26,0.69
119.10,0.63,51.00,75.03,55.04,0.68
120.70,0.65,51.00,78.45,59.62,0.65
120.60,0.62,51.00,74.77,54.68,0.68
119.80,0.62,51.00,74.28,54.00,0.69
120.10,0.62,49.00,74.46,56.07,0.66
119.50,0.63,51.00,75.28,55.38,0.68
119.60,0.63,51.00,75.35,55.46,0.68
118.80,0.71,50.00,84.35,67.93,0.59
119.10,0.64,51.00,76.22,56.65,0.67
119.10,0.75,51.00,89.32,73.33,0.57
119.40,0.63,49.00,75.22,57.07,0.65
119.50,0.63,52.00,75.28,54.44,0.69
119.00,0.66,52.00,78.54,58.86,0.66
118.60,0.63,52.00,74.72,53.65,0.70
119.70,0.63,50.00,75.41,56.45,0.66
119.40,0.62,52.00,74.03,52.69,0.70
120.00,0.63,51.00,75.60,55.81,0.67
121.40,0.62,51.00,75.27,55.36,0.68
118.80,0.62,50.00,73.66,54.09,0.68
119.50,0.62,51.00,74.09,53.74,0.69
118.70,0.62,50.00,73.59,54.00,0.68
121.60,0.61,51.00,74.18,53.86,0.69
121.40,0.62,52.00,75.27,54.42,0.69
120.60,0.62,51.00,74.77,54.68,0.68
119.00,0.63,50.00,74.97,55.86,0.67
119.60,0.62,50.00,74.15,54.76,0.67
120.40,0.62,51.00,74.65,54.51,0.68
120.50,0.64,50.00,77.12,58.72,0.65
119.40,0.64,50.00,76.42,57.79,0.65
119.00,0.65,51.00,77.35,58.16,0.66
120.00,0.73,65.00,87.60,58.73,0.74
119.70,0.62,51.00,74.21,53.91,0.69
119.70,0.63,51.00,75.41,55.55,0.68
119.70,0.63,51.00,75.41,55.55,0.68
119.90,0.64,50.00,76.74,58.21,0.65
120.00,0.62,51.00,74.40,54.17,0.69
119.80,0.63,51.00,75.47,55.64,0.68
119.80,0.63,53.00,75.47,53.73,0.70
119.10,0.72,50.00,85.75,69.67,0.58
119.60,0.66,51.00,78.94,60.25,0.65
119.50,0.63,52.00,75.28,54.44,0.69
120.30,0.63,50.00,75.79,56.96,0.66
119.60,0.62,51.00,74.15,53.83,0.69
119.70,0.63,52.00,75.41,54.62,0.69
119.60,0.62,52.00,74.15,52.86,0.70
118.80,0.63,49.00,74.84,56.57,0.65
118.90,0.63,50.00,74.91,55.78,0.67
118.90,0.83,51.00,98.69,84.49,0.52
119.60,0.63,50.00,75.35,56.37,0.66
119.70,0.62,52.00,74.21,52.95,0.70
120.10,0.62,51.00,74.46,54.25,0.68
119.70,0.62,50.00,74.21,54.84,0.67
120.30,0.61,55.00,73.38,48.58,0.75
120.30,0.63,50.00,75.79,56.96,0.66
120.10,0.68,52.00,81.67,62.97,0.64
120.10,0.63,51.00,75.66,55.89,0.67
119.80,0.63,51.00,75.47,55.64,0.68
119.90,0.62,50.00,74.34,55.01,0.67
120.00,0.64,52.00,76.80,56.52,0.68
120.00,0.62,52.00,74.40,53.21,0.70
120.00,0.63,51.00,75.60,55.81,0.67
120.40,0.62,51.00,74.65,54.51,0.68
120.40,0.62,50.00,74.65,55.43,0.67
120.90,0.62,52.00,74.96,53.99,0.69
120.90,0.62,52.00,74.96,53.99,0.69
120.30,0.62,51.00,74.59,54.42,0.68
119.70,0.62,50.00,74.21,54.84,0.67
119.30,0.62,51.00,73.97,53.57,0.69
120.10,0.62,50.00,74.46,55.18,0.67
120.50,0.62,51.00,74.71,54.59,0.68
119.80,0.66,51.00,79.07,60.42,0.65
120.30,0.61,50.00,73.38,53.71,0.68
120.30,0.61,51.00,73.38,52.76,0.69
119.60,0.64,50.00,76.54,57.96,0.65
120.20,0.61,54.00,73.32,49.60,0.74
120.10,0.63,50.00,75.66,56.79,0.66
120.20,0.62,50.00,74.52,55.26,0.67
120.30,0.63,51.00,75.79,56.06,0.67
120.10,0.72,51.00,86.47,69.83,0.59
120.50,0.62,51.00,74.71,54.59,0.68
120.30,0.62,51.00,74.59,54.42,0.68
119.90,0.63,51.00,75.54,55.72,0.68
120.20,0.62,51.00,74.52,54.34,0.68
120.20,0.62,51.00,74.52,54.34,0.68
120.20,0.62,51.00,74.52,54.34,0.68
120.30,0.62,51.00,74.59,54.42,0.68
120.50,0.70,77.00,84.35,34.44,0.91
120.30,0.62,51.00,74.59,54.42,0.68
119.70,0.62,51.00,74.21,53.91,0.69
120.50,0.62,54.00,74.71,51.63,0.72
121.00,0.62,51.00,75.02,55.02,0.68
120.80,0.67,52.00,80.94,62.02,0.64
120.20,0.62,57.00,74.52,48.01,0.76
120.20,0.61,50.00,73.32,53.63,0.68
120.50,0.63,50.00,75.91,57.12,0.66
120.00,0.62,51.00,74.40,54.17,0.69
119.50,0.62,50.00,74.09,54.67,0.67
120.10,0.65,50.00,78.06,59.95,0.64
119.90,0.62,51.00,74.34,54.08,0.69
119.80,0.63,51.00,75.47,55.64,0.68
119.90,0.62,51.00,74.34,54.08,0.69
120.20,0.62,51.00,74.52,54.34,0.68
120.40,0.72,50.00,86.69,70.82,0.58
120.30,0.62,50.00,74.59,55.35,0.67
120.40,0.62,53.00,74.65,52.57,0.71
120.70,0.62,51.00,74.83,54.76,0.68
120.60,0.62,51.00,74.77,54.68,0.68
120.80,0.62,51.00,74.90,54.85,0.68
120.90,0.63,51.00,76.17,56.57,0.67
120.70,0.62,51.00,74.83,54.76,0.68
120.50,0.69,51.00,83.14,65.67,0.61
120.60,0.61,52.00,73.57,52.04,0.71
120.80,0.62,50.00,74.90,55.76,0.67
120.40,0.63,51.00,75.85,56.15,0.67
120.10,0.62,51.00,74.46,54.25,0.68
120.70,0.62,51.00,74.83,54.76,0.68
120.50,0.62,50.00,74.71,55.51,0.67
120.60,0.62,51.00,74.77,54.68,0.68
120.10,0.62,69.00,74.46,27.99,0.93
120.50,0.62,50.00,74.71,55.51,0.67
120.10,0.62,50.00,74.46,55.18,0.67
120.10,0.62,52.00,74.46,53.30,0.70
120.60,0.62,52.00,74.77,53.73,0.70
114.20,0.64,50.00,73.09,53.31,0.68
120.80,0.62,62.00,74.90,42.02,0.83
115.40,0.63,50.00,72.70,52.78,0.69
114.00,0.64,50.00,72.96,53.13,0.69
119.60,0.62,50.00,74.15,54.76,0.67
122.00,0.62,51.00,75.64,55.86,0.67
121.80,0.62,52.00,75.52,54.76,0.69
120.70,0.62,50.00,74.83,55.68,0.67
120.70,0.61,51.00,73.63,53.10,0.69
120.40,0.63,51.00,75.85,56.15,0.67
120.40,0.61,51.00,73.44,52.85,0.69
121.00,0.61,51.00,73.81,53.36,0.69
120.80,0.62,52.00,74.90,53.90,0.69
121.20,0.62,52.00,75.14,54.25,0.69
120.80,0.61,51.00,73.69,53.19,0.69
121.30,0.61,52.00,73.99,52.64,0.70
120.70,0.63,51.00,76.04,56.40,0.67
120.50,0.61,50.00,73.51,53.88,0.68
120.70,0.62,51.00,74.83,54.76,0.68
121.20,0.61,50.00,73.93,54.46,0.68
120.10,0.64,50.00,76.86,58.38,0.65
120.00,0.62,51.00,74.40,54.17,0.69
120.90,0.61,51.00,73.75,53.27,0.69
120.70,0.63,51.00,76.04,56.40,0.67
121.00,0.61,50.00,73.81,54.29,0.68
120.60,0.62,53.00,74.77,52.74,0.71
120.70,0.62,51.00,74.83,54.76,0.68
121.30,0.61,50.00,73.99,54.54,0.68
121.50,0.62,51.00,75.33,55.44,0.68
121.50,0.61,52.00,74.12,52.81,0.70
121.30,0.62,51.00,75.21,55.27,0.68
121.50,0.61,51.00,74.12,53.78,0.69
121.60,0.75,52.00,91.20,74.92,0.57
121.70,0.61,50.00,74.24,54.87,0.67
120.70,0.61,51.00,73.63,53.10,0.69
120.60,0.61,51.00,73.57,53.02,0.69
120.80,0.61,51.00,73.69,53.19,0.69
120.40,0.61,51.00,73.44,52.85,0.69
120.60,0.61,63.00,73.57,37.99,0.86
120.80,0.62,54.00,74.90,51.90,0.72
121.50,0.61,52.00,74.12,52.81,0.70
121.40,0.61,51.00,74.05,53.69,0.69
121.00,0.62,51.00,75.02,55.02,0.68
121.00,0.61,54.00,73.81,50.32,0.73
120.50,0.63,50.00,75.91,57.12,0.66
121.70,0.62,51.00,75.45,55.61,0.68
120.90,0.72,81.00,87.05,31.88,0.93
120.90,0.63,51.00,76.17,56.57,0.67
120.70,0.62,50.00,74.83,55.68,0.67
120.40,0.63,52.00,75.85,55.22,0.69
120.60,0.63,51.00,75.98,56.32,0.67
120.30,0.64,50.00,76.99,58.55,0.65
120.20,0.63,52.00,75.73,55.05,0.69
120.60,0.61,54.00,73.57,49.96,0.73
120.50,0.62,51.00,74.71,54.59,0.68
118.00,0.62,50.00,73.16,53.41,0.68
120.20,0.63,51.00,75.73,55.98,0.67
119.20,0.63,51.00,75.10,55.12,0.68
119.70,0.63,51.00,75.41,55.55,0.68
119.70,0.63,50.00,75.41,56.45,0.66
119.80,0.63,51.00,75.47,55.64,0.68
119.90,0.63,50.00,75.54,56.62,0.66
120.00,0.73,53.00,87.60,69.75,0.61
119.90,0.63,53.00,75.54,53.82,0.70
120.10,0.63,51.00,75.66,55.89,0.67
120.20,0.63,52.00,75.73,55.05,0.69
120.30,0.63,51.00,75.79,56.06,0.67
120.00,0.63,53.00,75.60,53.91,0.70
119.80,0.63,51.00,75.47,55.64,0.68
120.10,0.63,51.00,75.66,55.89,0.67
119.40,0.64,50.00,76.42,57.79,0.65
119.30,0.63,51.00,75.16,55.21,0.68
119.40,0.63,51.00,75.22,55.29,0.68
119.30,0.74,51.00,88.28,72.06,0.58
118.50,0.64,52.00,75.84,55.21,0.69
118.80,0.63,58.00,74.84,47.30,0.77
118.90,0.62,50.00,73.72,54.17,0.68
119.10,0.63,51.00,75.03,55.04,0.68
119.60,0.62,51.00,74.15,53.83,0.69
119.70,0.63,50.00,75.41,56.45,0.66
120.00,0.63,51.00,75.60,55.81,0.67
120.60,0.73,51.00,88.04,71.76,0.58
120.30,0.63,52.00,75.79,55.14,0.69
119.50,0.63,52.00,75.28,54.44,0.69
119.20,0.63,51.00,75.10,55.12,0.68
119.30,0.62,51.00,73.97,53.57,0.69
119.90,0.63,53.00,75.54,53.82,0.70
119.90,0.62,51.00,74.34,54.08,0.69
118.50,0.62,54.00,73.47,49.82,0.73
118.70,0.62,77.00,73.59,22.65,1.05
118.10,0.62,51.00,73.22,52.54,0.70
119.00,0.63,50.00,74.97,55.86,0.67
119.10,0.63,52.00,75.03,54.09,0.69
118.50,0.63,52.00,74.65,53.57,0.70
117.30,0.61,50.00,71.55,51.18,0.70
119.60,0.62,51.00,74.15,53.83,0.69
119.70,0.62,51.00,74.21,53.91,0.69
119.90,0.71,50.00,85.13,68.90,0.59
120.00,0.63,51.00,75.60,55.81,0.67
120.10,0.61,51.00,73.26,52.59,0.70
118.60,0.62,50.00,73.53,53.92,0.68
117.90,0.63,51.00,74.28,54.00,0.69
119.30,0.63,51.00,75.16,55.21,0.68
119.40,0.63,49.00,75.22,57.07,0.65
119.30,0.62,52.00,73.97,52.60,0.70
119.30,0.62,51.00,73.97,53.57,0.69
119.90,0.62,51.00,74.34,54.08,0.69
120.10,0.63,51.00,75.66,55.89,0.67
121.00,0.62,51.00,75.02,55.02,0.68
120.40,0.61,52.00,73.44,51.87,0.71
120.20,0.62,51.00,74.52,54.34,0.68
121.10,0.62,51.00,75.08,55.10,0.68
121.60,0.61,52.00,74.18,52.90,0.70
121.40,0.62,70.00,75.27,27.66,0.93
120.50,0.61,51.00,73.51,52.93,0.69
121.50,0.61,51.00,74.12,53.78,0.69
120.60,0.61,50.00,73.57,53.96,0.68
121.60,0.61,51.00,74.18,53.86,0.69
120.60,0.62,52.00,74.77,53.73,0.70
121.00,0.60,52.00,72.60,50.66,0.72
121.20,0.61,54.00,73.93,50.50,0.73
121.20,0.63,50.00,76.36,57.71,0.65
121.40,0.62,51.00,75.27,55.36,0.68
121.00,0.61,54.00,73.81,50.32,0.73
120.50,0.61,50.00,73.51,53.88,0.68
120.00,0.62,51.00,74.40,54.17,0.69
120.70,0.61,51.00,73.63,53.10,0.69
120.70,0.62,51.00,74.83,54.76,0.68
120.60,0.86,88.00,103.72,54.89,0.85
119.90,0.84,78.00,100.72,63.72,0.77
120.50,0.85,79.00,102.43,65.19,0.77
120.50,0.84,78.00,101.22,64.51,0.77
120.80,0.84,78.00,101.47,64.90,0.77
120.80,0.83,79.00,100.26,61.74,0.79
120.50,0.84,79.00,101.22,63.28,0.78
120.90,0.83,78.00,100.35,63.13,0.78
120.70,0.83,79.00,100.18,61.61,0.79
120.90,0.97,78.00,117.27,87.57,0.67
121.30,0.84,77.00,101.89,66.73,0.76
121.00,0.84,80.00,101.64,62.70,0.79
120.90,0.83,79.00,100.35,61.88,0.79
121.10,0.85,78.00,102.94,67.17,0.76
120.90,0.82,77.00,99.14,62.44,0.78
120.80,0.75,51.00,90.60,74.88,0.56
121.40,0.58,48.00,70.41,51.52,0.68
121.70,0.58,52.00,70.59,47.73,0.74
